source_id,input_type,container_type,image_inventory_available,spotlight_artifacts_available,comparison_ready,comparison_status,comparison_basis,next_action,notes
d01045cf686b4431,ZIP_SPOTLIGHT_OR_FILESYSTEM_CONTAINER,ZIP_OR_EXPORTED_FILESYSTEM_CONTAINER,0,0,0,ZIP_PARSED_FOR_SPOTLIGHT_NOT_IMAGE_FILE_INVENTORY,"Future comparison joins Spotlight artifacts to image_file_inventory by inode/parent when available, then path/name/size fallback.",Folder/ZIP Spotlight parsing can proceed; active image comparison requires image_file_inventory from AFF4/APFS enumeration.,Active file comparison is intentionally not inferred until image_file_inventory contains APFS/HFS filesystem rows from the evidence image.
