source_id,input_path,input_type,container_type,container_reader_status,partition_reader_status,filesystem_reader_status,spotlight_locator_status,active_comparison_status,preferred_reader_order,size_bytes,partition_scheme,partition_count,apfs_hint_count,spotlight_hint_count,inventory_file_count,comparison_ready,next_action,notes
d01045cf686b4431,F:/0446_0001-IT006/00008130-001A75AA1A21001C-2025-12-03-T224939/00008130-001A75AA1A21001C_files_full.zip,ZIP_SPOTLIGHT_OR_FILESYSTEM_CONTAINER,ZIP_OR_EXPORTED_FILESYSTEM_CONTAINER,IMPLEMENTED_ZIP_EXTRACTION,NOT_AVAILABLE_OR_NOT_RAW,ZIP_EXTRACTED_THEN_SPOTLIGHT_DISCOVERY,NO_IMAGE_BACKED_SPOTLIGHT_LOCATION_YET,ZIP_PARSED_FOR_SPOTLIGHT_NOT_IMAGE_FILE_INVENTORY,AFF4->APFS->Spotlight->image_file_inventory->active_file_comparison; raw IMG/DD secondary,275720574292,NONE_DETECTED,0,0,0,0,0,Folder/ZIP Spotlight parsing can proceed; active image comparison requires image_file_inventory from AFF4/APFS enumeration.,Original ZIP registered as fixed evidence source; parser discovery redirected to controlled extracted staging folder: Q:/SpotlightCase/TestiOS_WhatsApp_V0_9_4/EvidenceStaging/zip_source/extracted; no new evidentiary archive is created for an original ZIP container.; iOS intake/staging was reused from prior cache case: Q:/SpotlightCase/TestiOS_WhatsApp_V0_9_4
