source_id,input_path,input_type,source_kind,exists,is_file,is_directory,size_bytes,working_root,container_reader_status,filesystem_reader_status,spotlight_discovery_status,database_candidates,valid_database_candidates,store_groups,valid_store_groups,probe_bytes_scanned,probe_truncated,probe_signature_count,partition_scheme,partition_entry_count,filesystem_hints,spotlight_hints,parse_status,next_action,notes
d01045cf686b4431,F:/0446_0001-IT006/00008130-001A75AA1A21001C-2025-12-03-T224939/00008130-001A75AA1A21001C_files_full.zip,ZIP_SPOTLIGHT_OR_FILESYSTEM_CONTAINER,zip_spotlight_source,1,1,0,275720574292,Q:/SpotlightCase/TestiOS_WhatsApp_V0_9_4/EvidenceStaging/zip_source/extracted,IMPLEMENTED_ZIP_EXTRACTION,ZIP_EXTRACTED_THEN_SPOTLIGHT_DISCOVERY,VALID_STORE_DATABASES_DISCOVERED,12,12,6,6,67108864,1,2,NONE_DETECTED,0,,,DISCOVERY_COMPLETE,Proceed to parser selection and native parsing for supported folder/ZIP sources.,Original ZIP registered as fixed evidence source; parser discovery redirected to controlled extracted staging folder: Q:/SpotlightCase/TestiOS_WhatsApp_V0_9_4/EvidenceStaging/zip_source/extracted; no new evidentiary archive is created for an original ZIP container.; iOS intake/staging was reused from prior cache case: Q:/SpotlightCase/TestiOS_WhatsApp_V0_9_4
