source_id,profile,input_path,evidence_root,source_kind,added_utc,notes
d01045cf686b4431,ios,F:/0446_0001-IT006/00008130-001A75AA1A21001C-2025-12-03-T224939/00008130-001A75AA1A21001C_files_full.zip,,zip_spotlight_source,2026-06-02T03:20:05Z,Original ZIP registered as fixed evidence source; parser discovery redirected to controlled extracted staging folder: Q:/SpotlightCase/TestiOS_WhatsApp_V0_9_4/EvidenceStaging/zip_source/extracted; no new evidentiary archive is created for an original ZIP container.; iOS intake/staging was reused from prior cache case: Q:/SpotlightCase/TestiOS_WhatsApp_V0_9_4
